FDS Data,,,,True Labels,,,Participant Accuracy Compared to True Label,,,,,,,,,,,,,,,,,,,
P0,Q0,A0,,A1,,Participant,P0,P1,P2,P3,P4,P5,,,1,expert raw agreement:,Question,Tweet1,Tweet2,Tweet3,Tweet4,Tweet5,Tweet6,,,
P3,Q202,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q203,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q204,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q205,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q206,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q207,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q208,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q209,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q210,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q211,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q212,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q213,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q214,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q215,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q216,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q217,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q218,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q219,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q220,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q221,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q222,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q223,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q224,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q225,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q226,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q227,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q228,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q229,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q230,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q231,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q232,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q233,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q234,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q235,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q236,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q237,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q238,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q239,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q240,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q241,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q242,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q243,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q244,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q245,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q246,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q247,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q248,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q249,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q250,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q251,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q252,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q253,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q254,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q255,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q256,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q257,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q258,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q259,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q260,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q261,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q262,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q263,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q264,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q265,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q266,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q267,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q268,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q269,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q270,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q271,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q272,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q273,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q274,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q275,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q276,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q277,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q278,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q279,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q280,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q281,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q282,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q283,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q284,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q285,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q286,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q287,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q288,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q289,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q290,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q291,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q292,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q293,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q294,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q295,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q296,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q297,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q298,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q299,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q300,A1,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q301,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q302,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q303,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q304,A0,,,,,,,,,,,,,,,,,,,,,,,,
P3,Q305,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q0,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q1,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q2,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q3,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q4,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q5,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q6,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q7,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q8,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q9,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q10,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q11,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q12,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q13,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q14,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q15,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q16,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q17,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q18,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q19,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q20,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q21,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q22,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q23,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q24,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q25,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q26,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q27,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q28,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q29,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q30,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q31,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q32,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q33,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q34,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q35,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q36,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q37,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q38,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q39,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q40,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q41,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q42,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q43,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q44,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q45,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q46,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q47,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q48,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q49,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q50,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q51,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q52,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q53,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q54,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q55,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q56,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q57,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q58,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q59,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q60,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q61,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q62,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q63,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q64,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q65,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q66,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q67,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q68,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q69,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q70,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q71,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q72,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q73,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q74,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q75,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q76,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q77,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q78,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q79,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q80,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q81,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q82,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q83,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q84,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q85,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q86,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q87,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q88,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q89,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q90,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q91,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q92,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q93,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q94,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q95,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q96,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q97,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q98,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q99,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q100,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q101,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q102,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q103,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q104,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q105,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q106,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q107,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q108,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q109,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q110,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q111,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q112,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q113,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q114,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q115,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q116,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q117,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q118,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q119,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q120,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q121,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q122,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q123,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q124,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q125,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q126,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q127,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q128,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q129,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q130,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q131,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q132,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q133,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q134,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q135,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q136,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q137,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q138,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q139,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q140,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q141,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q142,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q143,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q144,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q145,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q146,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q147,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q148,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q149,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q150,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q151,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q152,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q153,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q154,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q155,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q156,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q157,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q158,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q159,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q160,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q161,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q162,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q163,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q164,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q165,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q166,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q167,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q168,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q169,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q170,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q171,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q172,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q173,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q174,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q175,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q176,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q177,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q178,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q179,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q180,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q181,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q182,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q183,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q184,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q185,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q186,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q187,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q188,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q189,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q190,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q191,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q192,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q193,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q194,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q195,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q196,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q197,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q198,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q199,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q200,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q201,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q202,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q203,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q204,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q205,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q206,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q207,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q208,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q209,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q210,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q211,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q212,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q213,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q214,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q215,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q216,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q217,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q218,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q219,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q220,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q221,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q222,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q223,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q224,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q225,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q226,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q227,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q228,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q229,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q230,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q231,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q232,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q233,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q234,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q235,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q236,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q237,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q238,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q239,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q240,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q241,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q242,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q243,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q244,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q245,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q246,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q247,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q248,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q249,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q250,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q251,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q252,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q253,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q254,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q255,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q256,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q257,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q258,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q259,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q260,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q261,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q262,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q263,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q264,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q265,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q266,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q267,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q268,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q269,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q270,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q271,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q272,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q273,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q274,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q275,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q276,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q277,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q278,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q279,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q280,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q281,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q282,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q283,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q284,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q285,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q286,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q287,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q288,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q289,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q290,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q291,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q292,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q293,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q294,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q295,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q296,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q297,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q298,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q299,A0,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q300,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q301,A1,,,,,,,,,,,,,,,,,,,,,,,,
P4,Q302,A0,,,,,,,,,,,,,,,,,,,,,,,,
